Regione	Provincia	Codice	Scuola	Dominio	Mail	Google Suite	Microsoft 365
ABRUZZO	TERAMO	TEIC82800P	I.C. TORTORETO	www.tortoretoscuola.edu.it	teic82800p@pec.istruzione.it	50 alt2.aspmx.l.google.com.	
ABRUZZO	TERAMO	TEIC82900E	I.C. MONTORIO-CROGNALETO	http://www.icmotoriocrognaleto.it	teic82900e@pec.istruzione.it		
ABRUZZO	TERAMO	TEIC83000P	IST.OMNIC.P.LEVI S.EGIDIO-ANCAR	www.iocprimolevi.edu.it	teic83000p@pec.istruzione.it	10 alt4.aspmx.l.google.com.	
ABRUZZO	TERAMO	TEIC83100E	I.C. TE 4 - S.NICOLO A T.	http://www.scuolesannicolo.it	teic83100e@pec.istruzione.it		
ABRUZZO	TERAMO	TEIC83200A	I.C.TE3DALESSANDRO-RISORGIMENTO	http://www.ic-te-dalessandro-risorgimento.edu.it	teic83200a@pec.istruzione.it		
ABRUZZO	TERAMO	TEIC833006	I.C.TE2 SAVINI-S.GIUS-S.GIORGIO	www.icsavinisangiuseppesangiorgio.edu.it	teic833006@pec.istruzione.it	5 alt1.aspmx.l.google.com.	
ABRUZZO	TERAMO	TEIC834002	I.C. ATRI	icatri.edu.it	teic834002@pec.istruzione.it	10 aspmx.l.google.com.	
ABRUZZO	TERAMO	TEIC83500T	I.C. NOTARESCO	http://www.icnotaresco.gov.it	teic83500t@pec.istruzione.it		
ABRUZZO	TERAMO	TEIC83600N	I.C. PINETO GIOVANNI XXIII	www.istitutocomprensivopineto.edu.it	teic83600n@pec.istruzione.it	5 alt1.aspmx.l.google.com.	
ABRUZZO	TERAMO	TEIC83700D	I.C. SILVI G.PASCOLI	www.silviscuola.edu.it	teic83700d@pec.istruzione.it	5 alt2.aspmx.l.google.com.	
ABRUZZO	TERAMO	TEIC838009	I.C.TE 5 -VILLA VOMANO-BASCIANO	http://www.icfalconeborsellino.gov.it/	teic838009@pec.istruzione.it		
ABRUZZO	TERAMO	TEIC840009	I.C. MARTINSICURO PERTINI	http://www.scuolemartinsicuro.it	teic840009@pec.istruzione.it		
ABRUZZO	TERAMO	TEIC841005	I.C. GIULIANOVA 1	http://www.primogiulianova.it	teic841005@pec.istruzione.it		
ABRUZZO	TERAMO	TEIC842001	I.C. ROSETO 1	www.icroseto1.edu.it	teic842001@pec.istruzione.it		10 icroseto1-edu-it.mail.protection.outlook.com.
ABRUZZO	TERAMO	TEIC84300R	I.C. ROSETO 2	www.icroseto2.edu.it	teic84300r@pec.istruzione.it	50 alt4.aspmx.l.google.com.	
ABRUZZO	TERAMO	TEIC84400L	I.C. GIULIANOVA 2	2comprensivogiulianova.edu.it	teic84400l@pec.istruzione.it	10 aspmx.l.google.com.	
ABRUZZO	TERAMO	TEIC84500C	I.C. TE 1 - ZIPPILLI-NOE'LUCIDI	http://www.zippillinoelucidi.edu.it	teic84500c@pec.istruzione.it		
ABRUZZO	TERAMO	TEIS00100V	IIS NERETO	www.peanorosaonline.edu.it	teis00100v@pec.istruzione.it		10 peanorosaonline-edu-it.mail.protection.outlook.com.
ABRUZZO	TERAMO	TEIS00400A	IST.ST. D'ISTR.SUP. V.MORETTI	www.iismoretti.edu.it	teis00400a@pec.istruzione.it	10 aspmx.l.google.com.	
ABRUZZO	TERAMO	TEIS00800N	"I.I.S. ""DI POPPA - ROZZI"""	www.iisdipopparozzi.it	teis00800n@pec.istruzione.it	50 aspmx2.googlemail.com.	
ABRUZZO	TERAMO	TEIS00900D	I.I.S. ALESSANDRINI- MARINO	www.iisteramo.edu.it	teis00900d@pec.istruzione.it	20 alt2.aspmx.l.google.com.	
ABRUZZO	TERAMO	TEIS01100D	I.I.S. CROCETTI V. CERULLI	www.iiscrocetticerulli.edu.it	teis01100d@pec.istruzione.it	40 alt3.aspmx.l.google.com.	
ABRUZZO	TERAMO	TEIS012009	I.I.S. DELFICO-MONTAUTI	www.iisdelficomontauti.edu.it	teis012009@pec.istruzione.it	50 alt3.aspmx.l.google.com.	
ABRUZZO	TERAMO	TEIS013005	IIS PASCAL-COMI-FORTI	www.iispascalcomiforti.edu.it	teis013005@pec.istruzione.it	10 alt3.aspmx.l.google.com.	
ABRUZZO	TERAMO	TEIS014001	"I.I.S. ""ADONE ZOLI"" - ATRI"	www.iisadonezoli.edu.it	teis014001@pec.istruzione.it	1 aspmx.l.google.com.	
ABRUZZO	TERAMO	TEPC030005	POLO LICEALE STATALE  SAFFO	www.liceosaffo.edu.it	tepc030005@pec.istruzione.it	20 alt2.aspmx.l.google.com.	
ABRUZZO	TERAMO	TEPC05000A	"POLO LICEALE ""LUIGI ILLUMINATI"" - ATRI"	www.liceoilluminati.edu.it	tepc05000a@pec.istruzione.it	1 aspmx.l.google.com.	
ABRUZZO	TERAMO	TEPM010004	"LICEO STATALE "" G. MILLI "" TERAMO"	www.milli-lyceum.it	tepm010004@pec.istruzione.it	5 alt1.aspmx.l.google.com.	
ABRUZZO	TERAMO	TEPS010003	LICEO SCIENTIFICO ALBERT EINSTEIN	http://www.liceoeinsteinte.gov.it	teps010003@pec.istruzione.it		
ABRUZZO	TERAMO	TEPS02000N	LS  M.CURIE	http://www.liceomariecuriegiulianova.edu.it	teps02000n@pec.istruzione.it		
ABRUZZO	TERAMO	TESD01000D	"LICEO ARTISTICO PER IL DESIGN ""F.A.GRUE"""	http://www.liceoartisticogrue.gov.it/	tesd01000d@pec.istruzione.it		
ABRUZZO	TERAMO	TEVC010007	"CONVITTO NAZIONALE ""M.DELFICO"""	www.convittoteramo.edu.it	tevc010007@pec.istruzione.it	10 alt4.aspmx.l.google.com.	
BASILICATA	MATERA	MTIC808001	"IC ""A. ILVENTO"" - GRASSANO"	www.icilvento.edu.it	mtic808001@pec.istruzione.it	10 aspmx.l.google.com.	
BASILICATA	MATERA	MTIC80900R	ISTITUTO COMPRENSIVO STATALE	www.comprensivoirsina.edu.it	mtic80900r@pec.istruzione.it	10 alt3.aspmx.l.google.com.	
BASILICATA	MATERA	MTIC810001	"IC ""P.PIO PIETRALCINA""-PISTICCI"	http://www.icpisticci.gov.it	mtic810001@pec.istruzione.it		
BASILICATA	MATERA	MTIC81100R	"IC ""ROCCO MONTANO""-STIGLIANO"	www.icstigliano.edu.it	mtic81100r@pec.istruzione.it	30 alt3.aspmx.l.google.com.	
BASILICATA	MATERA	MTIC814008	"IC ""ALBINO PIERRO""-TURSI"	http://www.icpierro.edu.it	mtic814008@pec.istruzione.it		
BASILICATA	MATERA	MTIC81600X	"IC ""TEN R.DAVIA""-SALANDRA"	http://www.icsalandra.gov.it	mtic81600x@pec.istruzione.it		
BASILICATA	MATERA	MTIC81700Q	"IC ""L. SETTEMBRINI""-NOVA SIRI"	www.icnovasiri.edu.it	mtic81700q@pec.istruzione.it	5 alt2.aspmx.l.google.com.	
BASILICATA	MATERA	MTIC81800G	"IC ""F. D'ONOFRIO""-FERRANDINA"	www.istitutocomprensivoferrandina.edu.it	mtic81800g@pec.istruzione.it	20 alt2.aspmx.l.google.com.	
BASILICATA	MATERA	MTIC81900B	"IC ""FABRIZIO DE ANDRE'""SCANZANO"	www.icscanzanojonico.edu.it	mtic81900b@pec.istruzione.it		20 icscanzanojonico-edu-it.mail.protection.outlook.com.
BASILICATA	MATERA	MTIC82000G	"IC ""N. FIORENTINO"" - MONTALBANO"	http://www.icnfiorentino.edu.it	mtic82000g@pec.istruzione.it		
BASILICATA	MATERA	MTIC82100B	"IC ""TRICARICO"""	http://ictricarico.edu.it	mtic82100b@pec.istruzione.it		
BASILICATA	MATERA	MTIC822007	"IC""Q.O.FLACCO""MARCONIA PISTICCI"	http://www.icflaccomarconia.edu.it	mtic822007@pec.istruzione.it		
BASILICATA	MATERA	MTIC823003	"IC""D.L.PALAZZO""-MONTESCAGLIOSO"	http://www.icmontescaglioso.edu.it	mtic823003@pec.istruzione.it		
BASILICATA	MATERA	MTIC82400V	"IC ""MINOZZI - FESTA"" - MATERA"	www.icminozzifesta.edu.it	mtic82400v@pec.istruzione.it	http://www.icminozzifesta.edu.it/wp-content/uploads/2021/09/Regolamento-G-Suite-Minozzi-Festa.pdf	
BASILICATA	MATERA	MTIC82500P	"IC "" TORRACA"" - MATERA"	http://www.ictorracamatera.edu.it	mtic82500p@pec.istruzione.it		
BASILICATA	MATERA	MTIC82600E	"IC ""P. GIOVANNI SEMERIA""-MATERA"	www.icsemeria.edu.it	mtic82600e@pec.istruzione.it	30 alt4.aspmx.l.google.com.	
BASILICATA	MATERA	MTIC82700A	"IC ""G.PASCOLI"" -MATERA"	http://www.icpascolimatera.edu.it	mtic82700a@pec.istruzione.it		
BASILICATA	MATERA	MTIC828006	"IC ""ENRICO FERMI"" - MATERA"	www.comprensivofermimatera.edu.it	mtic828006@pec.istruzione.it		0 comprensivofermimatera-edu-it.mail.protection.outlook.com.
BASILICATA	MATERA	MTIC829002	IC N.6 - MATERA	http://www.istitutocomprensivo6mt.gov.it	mtic829002@pec.istruzione.it		
BASILICATA	MATERA	MTIC831002	"IC ""L. MILANI""-POLICORO N. 1"	www.icmilanipolicoro.edu.it	mtic831002@pec.istruzione.it	5 alt2.aspmx.l.google.com.	
BASILICATA	MATERA	MTIC83200T	"IC ""G. PAOLO II"" - POLICORO N.2"	http://www.ic2policoro.edu.it	mtic83200t@pec.istruzione.it		
BASILICATA	MATERA	MTIC83300N	IC MIGLIONICO	http://www.icmiglionico.edu.it	mtic83300n@pec.istruzione.it		
BASILICATA	MATERA	MTIC83400D	"IC ""ISABELLA MORRA"" - VALSINNI"	www.icmorra.eu	mtic83400d@pec.istruzione.it	10 alt3.aspmx.l.google.com.	
BASILICATA	MATERA	MTIC835009	"IC ""PITAGORA"" - BERNALDA"	http://www.icbernalda.gov.it	mtic835009@pec.istruzione.it		
BASILICATA	MATERA	MTIS00100A	"I.I.S.""PITAGORA"" -MONTALBANO JONICO"	http://www.isispitagoramontalbano.gov.it	mtis00100a@pec.istruzione.it		
BASILICATA	MATERA	MTIS002006	"I.I.S.""FELICE ALDERISIO""-STIGLIANO"	www.iisalderisiostigliano.it	mtis002006@pec.istruzione.it		0 iisalderisiostigliano-it.mail.protection.outlook.com.
BASILICATA	MATERA	MTIS00400T	"I.I.S.""CARLO LEVI"" -TRICARICO"	http://www.iiscarlolevi.edu.it	mtis00400t@pec.istruzione.it		
BASILICATA	MATERA	MTIS009001	"IIS""I. MORRA"" -MATERA"	http://www.iismorra.gov.it	mtis009001@pec.istruzione.it		
BASILICATA	MATERA	MTIS011001	"IIS ""GIUSTINO FORTUNATO"" -PISTICCI"	http://www.iisgiustinofortunato.it	mtis011001@pec.istruzione.it		
BASILICATA	MATERA	MTIS01200R	"I.I.S. "" G.B. PENTASUGLIA "" -MATERA"	http://www.iispentasuglia.gov.it	mtis01200r@pec.istruzione.it		
BASILICATA	MATERA	MTIS01300L	"IIS ""DUNI - LEVI"" - MATERA"	www.dunilevimatera.edu.it	mtis01300l@pec.istruzione.it	http://www.dunilevimatera.edu.it/images/documentazione/modulistica_docenti/RELAZIONE_FINALE_DISCIPLINARE_2022.docx	
BASILICATA	MATERA	MTIS01400C	"IIS ""A.TURI"" - MATERA"	www.turimatera.edu.it	mtis01400c@pec.istruzione.it	1 aspmx.l.google.com.	
BASILICATA	MATERA	MTIS016004	IIS BERNALDA FERRANDINA	http://www.iisbernaldaferrandina.edu.it	mtis016004@pec.istruzione.it		
BASILICATA	MATERA	MTIS01700X	"IIS ""ENRICO FERMI"" - POLICORO"	http://www.liceofermipolicoro.it/	mtis01700x@pec.istruzione.it		
BASILICATA	MATERA	MTIS01800Q	"IIS ""PITAGORA"" - POLICORO"	www.pitagorapolicoro.eu	mtis01800q@pec.istruzione.it	50 alt4.aspmx.l.google.com.	
BASILICATA	MATERA	MTPM01000G	"IST.MAG. ""T. STIGLIANI"" -MATERA"	http://www.istitutomagistralestiglianimt.it	mtpm01000g@pec.istruzione.it		
BASILICATA	MATERA	MTPS01000E	"L. SCIENT.""DANTE ALIGHIERI"" - MATERA"	http://www.liceoscientificomatera.edu.it	mtps01000e@pec.istruzione.it		
BASILICATA	MATERA	MTTD020001	"I.TEC. COMM.GEOM.""MANLIO CAPITOLO""-TURSI"	www.itcgtursi.edu.it	mttd020001@pec.istruzione.it	20 alt2.aspmx.l.google.com.	
BASILICATA	MATERA	MTTD06000B	"I.T.COMM.GEOM.""LOPERFIDO - OLIVETTI""-MT"	www.loperfido-olivetti.edu.it	mttd06000b@pec.istruzione.it	10 alt4.aspmx.l.google.com.	
BASILICATA	POTENZA	PZIC814005	I.C. BELLA	http://www.icbella.gov.it	pzic814005@pec.istruzione.it		
BASILICATA	POTENZA	PZIC815001	"I.C. ""MONS. A.CASELLE"" RAPOLLA"	http://www.icrapolla.gov.it	pzic815001@pec.istruzione.it		
BASILICATA	POTENZA	PZIC81700L	I.C. SATRIANO DI LUCANIA	icsatrianodilucania.edu.it	pzic81700l@pec.istruzione.it	20 alt2.aspmx.l.google.com.	
BASILICATA	POTENZA	PZIC82000C	"I.C. ""GIANNONE"" OPPIDO L.-TOLVE"	www.icoppidolucano.edu.it	pzic82000c@pec.istruzione.it	50 alt3.aspmx.l.google.com.	
BASILICATA	POTENZA	PZIC821008	"I.C.""ALFIERI"" LAURENZANA-ALBANO"	www.icalfierilaurenzana.edu.it	pzic821008@pec.istruzione.it	5 alt2.aspmx.l.google.com.	
BASILICATA	POTENZA	PZIC822004	"I.C. ""GIOVANNI XXIII"" BARILE"	www.icbarile.edu.it	pzic822004@pec.istruzione.it		70 icbarile-edu-it.mail.protection.outlook.com.
BASILICATA	POTENZA	PZIC82400Q	"I.C. ""M. CARLUCCI"" BARAGIANO"	http://www.comprensivobaragiano.gov.it	pzic82400q@pec.istruzione.it		
BASILICATA	POTENZA	PZIC82600B	I.OMNICOMPRENSIVO MARSICOVETERE	http://www.scuolemarsicovetere.gov.it/	pzic82600b@pec.istruzione.it		
BASILICATA	POTENZA	PZIC827007	"I.C. ""L.DA VINCI"" TRAMUTOLA"	www.comprensivotramutola.edu.it	pzic827007@pec.istruzione.it	5 alt2.aspmx.l.google.com.	
BASILICATA	POTENZA	PZIC828003	"I.C ""DON BOSCO"" ROTONDA"	http://www.comprensivorotonda.edu.it	pzic828003@pec.istruzione.it		
BASILICATA	POTENZA	PZIC82900V	I.C. PIETRAGALLA	www.icpietragalla.edu.it	pzic82900v@pec.istruzione.it	50 alt2.aspmx.l.google.com.	
BASILICATA	POTENZA	PZIC83100V	I.OMNICOMPREN.CORLETO PERTICARA	www.comprensivocorleto.edu.it	pzic83100v@pec.istruzione.it		0 comprensivocorleto-edu-it.mail.protection.outlook.com.
BASILICATA	POTENZA	PZIC83300E	"I.C. ""B. CROCE"" MARSICO NUOVO"	www.icmarsiconuovo.edu.it	pzic83300e@pec.istruzione.it		10 icmarsiconuovo-edu-it.mail.protection.outlook.com.
BASILICATA	POTENZA	PZIC83800N	"I.C. ""L. DE LORENZO"" VIGGIANO"	https://www.icviggiano.edu.it/	pzic83800n@pec.istruzione.it		
BASILICATA	POTENZA	PZIC84000N	"I.C. ""C. GENNARI"" MARATEA"	www.comprensivomaratea.edu.it	pzic84000n@pec.istruzione.it	http://www.comprensivomaratea.edu.it/attachments/article/242/URGENTE%20Formazione%20didattica%20a%20distanza%20(1)%20(3)%20(1).pdf	
BASILICATA	POTENZA	PZIC84100D	"I.C. ""BERARDI - NITTI"" MELFI"	http://www.icberardinitti.edu.it	pzic84100d@pec.istruzione.it		
BASILICATA	POTENZA	PZIC842009	"I.C. ""FERRARA-MAROTTOLI"" MELFI"	www.icferraramarottoli.edu.it	pzic842009@pec.istruzione.it		0 icferraramarottoli-edu-it.mail.protection.outlook.com.
BASILICATA	POTENZA	PZIC848008	"I.C. ""LENTINI"" LAURIA"	www.iscolentini.edu.it	pzic848008@pec.istruzione.it	50 alt1.aspmx.l.google.com.	
BASILICATA	POTENZA	PZIC85200X	I.C. LAGONEGRO	www.iclagonegro.edu.it	pzic85200x@pec.istruzione.it	10 alt4.aspmx.l.google.com.	
BASILICATA	POTENZA	PZIC85500B	"I.C.""RACIOPPI""MOLITERNO-SPINOSO"	http://www.comprensivomoliterno.gov.it	pzic85500b@pec.istruzione.it		
BASILICATA	POTENZA	PZIC857003	"I.C. ""S.G. BOSCO"" PALAZZO S. G."	http://www.icsgbosco.gov.it	pzic857003@pec.istruzione.it		
BASILICATA	POTENZA	PZIC85800V	I. C. ATELLA	www.icatella.edu.it	pzic85800v@pec.istruzione.it	1 aspmx.l.google.com.	
BASILICATA	POTENZA	PZIC85900P	I.C. PIGNOLA	www.istitutocomprensivopignola.edu.it	pzic85900p@pec.istruzione.it	10 alt3.aspmx.l.google.com.	
BASILICATA	POTENZA	PZIC86200E	I.C. PICERNO	icpicerno.edu.it	pzic86200e@pec.istruzione.it	20 alt2.aspmx.l.google.com.	
BASILICATA	POTENZA	PZIC86300A	I.C. TITO	http://www.ictito.edu.it	pzic86300a@pec.istruzione.it		
BASILICATA	POTENZA	PZIC864006	"I.C. ""J. STELLA"" MURO LUCANO"	www.icstellamuro.edu.it	pzic864006@pec.istruzione.it	50 alt1.aspmx.l.google.com.	
BASILICATA	POTENZA	PZIC86800D	"I.C. ""GIOVANNI XXIII"" LAURIA"	www.icgiovanni23lauria.edu.it	pzic86800d@pec.istruzione.it	20 aspmx.l.google.com.	
BASILICATA	POTENZA	PZIC869009	I.C. GENZANO DI LUCANIA	http://www.icgenzanodilucania.edu.it	pzic869009@pec.istruzione.it		
BASILICATA	POTENZA	PZIC87000D	I.C. SPAVENTA FILIPPI AVIGLIANO	http://www.comprensivoaviglianocentro.edu.it	pzic87000d@pec.istruzione.it		
BASILICATA	POTENZA	PZIC871009	I.C. FEDERICO II AVIGLIANO F.	www.icaviglianofrazioni.edu.it	pzic871009@pec.istruzione.it	10 aspmx.l.google.com.	
BASILICATA	POTENZA	PZIC872005	I.C. BRIENZA	http://www.icbrienzapz.gov.it	pzic872005@pec.istruzione.it		
BASILICATA	POTENZA	PZIC87400R	"I.C. ""CASTRONUOVO"" S. ARCANGELO"	www.comprensivocastronuovo.edu.it	pzic87400r@pec.istruzione.it	30 alt3.aspmx.l.google.com.	
BASILICATA	POTENZA	PZIC87600C	"I.C. ""B. CROCE"" LATRONICO"	http://www.comprensivolatronico.gov.it	pzic87600c@pec.istruzione.it		
BASILICATA	POTENZA	PZIC878004	"I.C. ""DON BOSCO"" FRANCAVILLA"	www.icfrancavillainsinni.edu.it	pzic878004@pec.istruzione.it	10 aspmx.l.google.com.	
BASILICATA	POTENZA	PZIC87900X	"I.C. ""L. SINISGALLI"" POTENZA"	www.icsinisgallipz.edu.it	pzic87900x@pec.istruzione.it	20 alt2.aspmx.l.google.com.	
BASILICATA	POTENZA	PZIC880004	"I.C. ""LA VISTA"" POTENZA"	www.icluigilavista.edu.it	pzic880004@pec.istruzione.it	50 alt3.aspmx.l.google.com.	
BASILICATA	POTENZA	PZIC88200Q	"I.C. ""G. LEOPARDI"" POTENZA"	http://www.icleopardipz.it/	pzic88200q@pec.istruzione.it		
BASILICATA	POTENZA	PZIC88300G	"I.C. ""BUSCIOLANO"" POTENZA"	http://www.icbusciolano.gov.it	pzic88300g@pec.istruzione.it		
BASILICATA	POTENZA	PZIC885007	"I.C. ""N. SOLE"" SENISE"	https://www.icnicolasolesenise.edu.it	pzic885007@pec.istruzione.it		
BASILICATA	POTENZA	PZIC886003	"I.C. ""TORRACA-BONAVENTURA"" PZ"	www.ictorracabonaventurapz.edu.it	pzic886003@pec.istruzione.it		20 ictorracabonaventurapz-edu-it.mail.protection.outlook.com.
BASILICATA	POTENZA	PZIC88800P	"I.C. ""DON MILANI"" POTENZA"	http://www.icdonmilanipz.gov.it	pzic88800p@pec.istruzione.it		
BASILICATA	POTENZA	PZIC88900E	I.C. CARLO GESUALDO DA VENOSA	www.icvenosa.edu.it	pzic88900e@pec.istruzione.it	https://www.icvenosa.edu.it/attachments/article/220/Accesso_GSuite.pdf	
BASILICATA	POTENZA	PZIC89000P	I. OMNICOMPRENSIVO VIGGIANELLO	http://viggianelloomnicomprensivo.gov.it/	pzic89000p@pec.istruzione.it		
BASILICATA	POTENZA	PZIC89200A	I.C. LAVELLO 1 VILLAREALE	ics1lavello.edu.it	pzic89200a@pec.istruzione.it	5 alt1.aspmx.l.google.com.	
BASILICATA	POTENZA	PZIC893006	I.C. LAVELLO 2	www.ic2lavello.edu.it	pzic893006@pec.istruzione.it	https://www.ic2lavello.edu.it/index.php/10-news-in-evidenza/287-formazione-utilizzo-gsuite-d-d	
BASILICATA	POTENZA	PZIC894002	"I.C.""GRANATA""RIONERO IN VULTURE"	www.icgranata.edu.it	pzic894002@pec.istruzione.it	20 alt1.aspmx.l.google.com.	
BASILICATA	POTENZA	PZIC89500T	I.C. EX CD RIONERO IN VULTURE	www.icrionero.edu.it	pzic89500t@pec.istruzione.it		70 icrionero-edu-it.mail.protection.outlook.com.
BASILICATA	POTENZA	PZIC89600N	"I.C. ""D. SAVIO"" POTENZA"	www.icdomenicosaviopz.edu.it	pzic89600n@pec.istruzione.it	https://www.icdomenicosaviopz.edu.it/attachments/article/155/Informativa%20utilizzo%20G%20Suite.pdf	
BASILICATA	POTENZA	PZIS001007	"I.I.S.""DE SARLO-DE LORENZO"" LAGONEGRO"	http://www.isisdesarlo.gov.it	pzis001007@pec.istruzione.it		
BASILICATA	POTENZA	PZIS002003	"I.I.S. ""G. FORTUNATO"" RIONERO IN V."	www.liceirionero.edu.it	pzis002003@pec.istruzione.it	10 alt3.aspmx.l.google.com.	
BASILICATA	POTENZA	PZIS00600A	"I.I.S. ""N. MIRAGLIA"" LAURIA"	www.iismiraglialauria.edu.it	pzis00600a@pec.istruzione.it	https://www.iismiraglialauria.edu.it/wp/wp-content/uploads/2021/04/GDPR_-_Informativa_trattamento-dati-in-vigore-dal-09_novembre_2020.pdf	0 iismiraglialauria-edu-it.mail.protection.outlook.com.
BASILICATA	POTENZA	PZIS007006	"I.I.S. ""TEN. R. RIGHETTI"" MELFI"	www.iisrighetti-melfi.edu.it	pzis007006@pec.istruzione.it	20 alt2.aspmx.l.google.com.	
BASILICATA	POTENZA	PZIS00900T	"I.I.S. ""E. BATTAGLINI"" VENOSA"	www.iissbattaglini.edu.it	pzis00900t@pec.istruzione.it	10 alt3.aspmx.l.google.com.	
BASILICATA	POTENZA	PZIS01100T	"I.I.S. ""G. SOLIMENE"" LAVELLO"	http://www.solimenelavello.gov.it	pzis01100t@pec.istruzione.it		
BASILICATA	POTENZA	PZIS01300D	"I.I.S. ""RUGGERO DI LAURIA"" - LAURIA"	http://www.isisruggerolauria.gov.it	pzis01300d@pec.istruzione.it		
BASILICATA	POTENZA	PZIS016001	"I.I.S. ""GIOVANNI PAOLO II"" - MARATEA"	www.iismaratea.edu.it	pzis016001@pec.istruzione.it	20 alt1.aspmx.l.google.com.	
BASILICATA	POTENZA	PZIS01700R	"I.I.S. ""CARLO LEVI"" SANT'ARCANGELO"	www.isisantarcangelo.edu.it	pzis01700r@pec.istruzione.it	20 alt2.aspmx.l.google.com.	
BASILICATA	POTENZA	PZIS01800L	"I.I.S. ""L. SINISGALLI"" SENISE"	http://www.istsinisgalli.edu.it	pzis01800l@pec.istruzione.it		
BASILICATA	POTENZA	PZIS01900C	"I.I.S. ""G. PEANO"" MARSICO NUOVO"	www.liceimarsicoviggiano.edu.it	pzis01900c@pec.istruzione.it		0 liceimarsicoviggiano-edu-it.mail.protection.outlook.com.
BASILICATA	POTENZA	PZIS02100C	"I.I.S.""Q. ORAZIO FLACCO"" - VENOSA (PZ)"	www.liceovenosa.edu.it	pzis02100c@pec.istruzione.it	https://www.liceovenosa.edu.it/wp/circolare-n-156-utilizzo-piattaforma-g-suite-per-didattica-a-distanza/	
BASILICATA	POTENZA	PZIS022008	"I.I.S. ""EINSTEIN - DE LORENZO"" POTENZA"	www.itigeopz.edu.it	pzis022008@pec.istruzione.it	10 aspmx.l.google.com.	
BASILICATA	POTENZA	PZIS02400X	"I.I.S. ""DA VINCI-NITTI"" POTENZA"	www.davinci-nitti.edu.it	pzis02400x@pec.istruzione.it	50 alt3.aspmx.l.google.com.	
BASILICATA	POTENZA	PZIS02700B	"I.I.S. ""FEDERICO II DI SVEVIA"" MELFI"	https://iisfedericosecondodisveviamelfi.edu.it/	pzis02700b@pec.istruzione.it		
BASILICATA	POTENZA	PZIS028007	"I.I.S. ""G. GASPARRINI"" MELFI"	gasparrinimelfi.it	pzis028007@pec.istruzione.it		0 gasparrinimelfi-it.mail.protection.outlook.com.
BASILICATA	POTENZA	PZIS029003	"I.I.S. ""E. MAJORANA"" GENZANO DI LUCANIA"	http://www.liceogenzanodilucania.gov.it	pzis029003@pec.istruzione.it		
BASILICATA	POTENZA	PZIS031003	"I.I.S. ""PETRUCCELLI - PARISI"" MOLITERNO"	www.iissmoliterno.edu.it	pzis031003@pec.istruzione.it	5 alt2.aspmx.l.google.com.	
BASILICATA	POTENZA	PZPC040004	"L.C. ""Q. ORAZIO FLACCO"" POTENZA"	www.liceoclassicostatalepz.edu.it	pzpc040004@pec.istruzione.it	50 alt4.aspmx.l.google.com.	
BASILICATA	POTENZA	PZPS040007	"L.S. ""G. GALILEI"" POTENZA"	http://www.liceogalileipz.edu.it	pzps040007@pec.istruzione.it		
BASILICATA	POTENZA	PZPS12000V	"L.S. ""PASOLINI"" POTENZA"	www.liceoscientificopasolinipz.edu.it	pzps12000v@pec.istruzione.it	50 alt4.aspmx.l.google.com.	
BASILICATA	POTENZA	PZRA010001	"I.P.S.A.S.R. ""G. FORTUNATO"" POTENZA"	http://www.ipaafortunatopz.gov.it/	pzra010001@pec.istruzione.it		
BASILICATA	POTENZA	PZRH010005	"I.P.S.E.O.A. ""U. DI PASCA"" POTENZA"	www.alberghieropz.edu.it	pzrh010005@pec.istruzione.it		10 ipsiapotenza-edu-it.mail.protection.outlook.com.
BASILICATA	POTENZA	PZRI04000C	"I.P.S.I.A. ""GIORGI"" POTENZA"	www.ipsiapotenza.edu.it	pzri04000c@pec.istruzione.it	20 alt2.aspmx.l.google.com.	10 ipsiapotenza-edu-it.mail.protection.outlook.com.
BASILICATA	POTENZA	PZSD030003	"LICEO ART. MUS. COR. ""GROPIUS"" POTENZA"	https://www.liceoartisticoemusicale.edu.it/	pzsd030003@pec.istruzione.it		
BASILICATA	POTENZA	PZVC01000G	"CONVITTO NAZIONALE ""S.ROSA"" - POTENZA"	http://www.convittoliceoannessopz.edu.it	pzvc01000g@pec.istruzione.it		
CALABRIA	CATANZARO	CZIC813004	IC SERRASTRETTA	www.icserrastretta.edu.it	czic813004@pec.istruzione.it	https://www.icserrastretta.edu.it/aree/circolare-n-41-disposizioni-utilizzo-gsuite-classroom/	
CALABRIA	CATANZARO	CZIC81400X	IC MARTIRANO DON LORENZO MILANI	www.icmartirano.edu.it	czic81400x@pec.istruzione.it	20 alt2.aspmx.l.google.com.	
CALABRIA	CATANZARO	CZIC81500Q	"IC SOVERIA MANNELLI ""G.RODARI"""	www.icrodarisoveria.edu.it	czic81500q@pec.istruzione.it	5 alt1.aspmx.l.google.com.	
CALABRIA	CATANZARO	CZIC818007	IC BADOLATO	www.icbadolato.edu.it	czic818007@pec.istruzione.it	20 alt2.aspmx.l.google.com.	
CALABRIA	CATANZARO	CZIC821003	IC DAVOLI MARINA	www.istitutocomprensivodavoli.edu.it	czic821003@pec.istruzione.it	20 alt2.aspmx.l.google.com.	
CALABRIA	CATANZARO	CZIC82200V	IC CURINGA	www.curingascuola.edu.it	czic82200v@pec.istruzione.it	20 alt1.aspmx.l.google.com.	
CALABRIA	CATANZARO	CZIC82300P	"IC GUARDAVALLE ""ALDO MORO"""	http://www.icguardavalle.gov.it	czic82300p@pec.istruzione.it		
